GasDay,CapacityVolumeTechnical,CapacityVolumeReserved,CapacityVolumeReservedTSO,CapacityVolumeAvailable,CapacityInjectionTechnical,CapacityInjectionReserved,CapacityInjectionReservedTSO,CapacityInjectionAvailable,CapacityWithdrawalTechnical,CapacityWithdrawalReserved,CapacityWithdrawalReservedTSO,CapacityWithdrawalAvailable
2037-04-30T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-29T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-28T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-27T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-26T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-25T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-24T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-23T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-22T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-21T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-20T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-19T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-18T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-17T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-16T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-15T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-14T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-13T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-12T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-11T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-10T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-09T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-08T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-07T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-06T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-05T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-04T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-03T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-02T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-04-01T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-31T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-30T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-29T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-28T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-27T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-26T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-25T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-24T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-23T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-22T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-21T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-20T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-19T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-18T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-17T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-16T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-15T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-14T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-13T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-12T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-11T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-10T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-09T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-08T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-07T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-06T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-05T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-04T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-03T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-02T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-03-01T00:00:00,9439000,0,0,9439000,3780,0,0,3780,6750,0,0,6750
2037-02-28T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-27T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-26T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-25T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-24T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-23T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-22T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-21T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-20T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-19T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-18T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-17T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-16T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-15T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-14T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-13T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-12T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-11T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-10T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-09T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-08T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-07T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-06T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-05T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-04T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-03T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-02T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-02-01T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-31T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-30T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-29T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-28T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-27T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-26T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-25T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-24T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-23T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-22T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-21T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-20T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-19T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-18T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-17T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-16T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-15T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-14T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-13T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-12T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-11T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-10T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-09T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-08T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-07T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-06T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-05T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-04T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-03T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-02T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2037-01-01T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-31T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-30T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-29T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-28T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-27T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-26T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-25T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-24T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-23T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-22T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-21T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-20T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-19T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-18T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-17T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-16T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-15T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-14T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-13T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-12T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-11T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-10T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-09T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-08T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-07T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-06T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-05T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-04T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-03T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-02T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-12-01T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-30T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-29T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-28T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-27T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-26T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-25T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-24T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-23T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-22T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-21T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-20T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-19T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-18T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-17T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-16T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-15T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-14T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-13T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-12T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-11T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-10T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-09T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-08T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-07T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-06T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-05T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-04T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-03T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-02T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-11-01T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-31T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-30T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-29T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-28T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-27T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-26T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-25T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-24T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-23T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-22T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-21T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-20T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-19T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-18T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-17T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-16T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-15T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-14T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-13T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-12T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-11T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-10T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-09T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-08T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-07T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-06T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-05T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-04T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-03T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-02T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-10-01T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-30T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-29T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-28T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-27T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-26T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-25T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-24T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-23T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-22T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-21T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-20T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-19T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-18T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-17T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-16T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-15T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-14T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-13T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-12T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-11T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-10T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-09T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-08T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-07T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-06T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-05T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-04T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-03T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-02T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-09-01T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-31T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-30T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-29T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-28T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-27T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-26T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-25T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-24T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-23T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-22T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-21T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-20T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-19T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-18T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-17T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-16T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-15T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-14T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-13T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-12T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-11T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-10T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-09T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-08T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-07T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-06T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-05T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-04T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-03T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-02T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-08-01T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-31T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-30T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-29T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-28T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-27T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-26T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-25T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-24T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-23T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-22T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-21T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-20T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-19T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-18T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-17T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-16T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-15T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-14T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-13T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-12T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-11T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-10T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-09T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-08T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-07T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-06T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-05T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-04T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-03T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-02T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-07-01T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-06-30T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-06-29T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
2036-06-28T00:00:00,9439000,0,0,9439000,3780,0,0,3780,7500,0,0,7500
